zero_crossing,contrast_std_3,contrast_std_1,contrast_mean_2,contrast_std_2,contrast_std_5,contrast_mean_3,contrast_mean_4,contrast_mean_5,bandwidth_mean,contrast_mean_1,contrast_mean_6,contrast_std_6,mfcc_mean_8,chroma_stft_mean_8,chroma_stft_std_8,rms_mean,mfcc_mean_1,centroid_mean,melspectrogram_mean,rolloff_mean,mfcc_mean_4,poly_mean_0,mfcc_mean_7,mfcc_mean_22,poly_mean_1,mfcc_mean_0,mfcc_mean_3,mfcc_mean_5,mfcc_mean_18,mfcc_mean_2,chroma_stft_std_9,contrast_std_4,chroma_stft_mean_4,chroma_stft_mean_5,chroma_stft_mean_6,mfcc_mean_24,chroma_stft_mean_7,mfcc_mean_9,mfcc_mean_21,chroma_stft_mean_9,chroma_stft_std_6,mfcc_std_3,chroma_stft_mean_10,mfcc_mean_15,chroma_stft_std_2,mfcc_mean_6,mfcc_mean_10,chroma_stft_std_3,melspectrogram_std,mfcc_mean_16,mfcc_mean_27,flatness_mean,mfcc_std_0,mfcc_std_1,mfcc_std_7,mfcc_std_4,mfcc_mean_31,mfcc_mean_25,mfcc_std_2,mfcc_mean_29,mfcc_mean_33,mfcc_mean_28,mfcc_mean_32,mfcc_mean_23,mfcc_std_15,chroma_stft_std_11,mfcc_mean_30,chroma_stft_std_10,chroma_stft_std_1,contrast_mean_0,mfcc_std_10,mfcc_std_19,mfcc_mean_13,mfcc_mean_26,mfcc_mean_11,chroma_stft_std_7,mfcc_mean_12,mfcc_std_8,mfcc_std_5,mfcc_std_12,mfcc_mean_34,mfcc_std_6,mfcc_mean_19,mfcc_std_20,mfcc_mean_35,mfcc_std_18,mfcc_mean_38,mfcc_mean_14,mfcc_std_14,mfcc_std_25,mfcc_mean_39,mfcc_std_32,chroma_stft_std_5,mfcc_std_35,mfcc_std_16,mfcc_mean_37,mfcc_std_23,mfcc_std_33,chroma_stft_mean_2,mfcc_std_9,chroma_stft_mean_3,mfcc_std_17,mfcc_std_22,mfcc_std_27,mfcc_std_30,mfcc_std_34,mfcc_std_31,mfcc_mean_20,mfcc_std_24,mfcc_std_13,mfcc_std_21,energy,mfcc_std_29,mfcc_std_26,mfcc_std_38,mfcc_std_36,mfcc_std_28,mfcc_std_37,mfcc_std_39,mfcc_mean_36,contrast_std_0,chroma_stft_mean_0,chroma_stft_mean_1,chroma_stft_mean_11,emotion
-1.124771969928382,2.2900401249818705,1.633371720579015,0.9086084747326361,0.18062890970083087,-1.9737823951945728,-1.7987699201014713,-1.534554796640103,-1.8065305560910117,-0.7244276650211773,-1.3448654583554742,2.0063107921418566,-1.3082825892931695,-0.4898284034139911,-0.5751114515707442,-0.5057669080810793,0.40544463572258477,-1.1690256073272682,2.3340648262076726,1.9812503538286088,1.4953137524079645,1.1992813310112653,1.033041287142603,0.8656268454911061,0.9734468442267242,1.1258397178987218,1.253491295755655,1.3243740988262656,1.483283017571569,1.7064145513583973,-1.1938038838138894,-0.2310992677995965,-0.37368879755466095,-0.8093210517211229,-0.9207615999151155,-1.5348793618777008,-1.962495554904621,-2.5206022968660733,-1.6939012702321772,-1.5674748672960483,-0.7101151153533257,-0.38812506536679503,-0.3555679724358024,1.1937015493754992,0.6823959224596993,-0.6898254753921179,-1.2538822309011755,0.2784597135296931,0.8171082478455175,0.3998340039884359,0.9118365147205411,0.8730090915388572,0.9989526149508624,0.5113361908298192,0.8305393735352143,1.0087787171520932,-0.9503927596960025,-0.04094161520985435,1.2363232897087413,0.17761416814937794,1.156434840846795,0.5836115387537341,-0.08147317361156672,1.2168489983304853,0.13757023255753992,-0.05394977966024868,0.15093141265929452,0.19582645962241474,0.3550189381892855,-0.45426910269416937,-0.9825270078220485,0.5070657449477528,-0.26161488494499235,-0.983767772553919,-0.7493845931412018,0.27728228477353634,-0.8044434146824455,-1.2537373907836924,-0.3626513558899729,-0.5723927839165998,-0.5713800455364286,-0.3080545145649933,-1.0718403622141992,-1.0510351395735964,-1.215615703143205,0.2704231788921015,1.602360882129299,-1.3540198177050937,-0.6178941711032387,-1.4145320207144803,1.4683270635823953,-1.5343291202411533,-1.431630528559108,-1.107507851643881,-1.5858111380913156,0.7354084849208522,-0.3661774871708478,-0.004744253730828824,-0.6638314352331731,-0.6557414596891198,-1.1649069148459246,-0.9406972359730513,-1.1256453608797146,-1.2016993699039529,-0.31980462950944266,-1.1399996247961177,-0.8197242440528917,-1.5442394197130485,-1.1068635447917832,-0.3761408047540973,-1.7971846452725209,-1.49794295558742,-0.48789161225448185,-0.7771802260393219,-1.5226472532576258,-1.2672861839508447,-0.4476703425614094,-1.4084649258286919,-1.39233158406338,-1.1165472075654594,-1.4174971540028845,-1.260473544466431,-1.15112634029799,-1.1613771228209158,-0.3742743501265237,neutral
-0.9888665508194555,1.9449441336018165,1.5707874130462651,1.0902279520598634,0.29246773955493943,-1.6364082872294372,-1.2702138342136278,-1.4514808180018153,-1.8863939446659783,-0.6596271663463372,-1.2890372248398831,1.918117884002606,-1.0924922931911987,-0.4342797961002664,-0.48765178876204246,-0.9468316761289246,0.3134109462992182,-1.2547334598067856,1.9578768829530813,2.022366347688066,1.603873550580351,0.9891129557689113,0.9838107648180409,0.9801027164982894,0.6480983620021926,0.7269189980577121,1.1900741236723393,1.6273741248984355,1.8405550742728054,1.8277792582531924,-1.4409246186759492,-0.8086408711216021,-0.5095079434791752,-1.0677646596652464,-1.3990992362913037,-1.7718368350742035,-2.037087053691612,-1.8311377626318013,-1.7681828417543015,-1.6040368523302393,-0.699305797634891,-0.38696727015794213,-0.3548683948800234,0.8615400045924148,0.6773092346232474,-0.6840862484688122,-1.1824119141948426,0.3935836938757675,0.6350833511845966,0.5187595731333942,1.2522884245958084,0.9786543587028965,0.8085959591882528,0.7812738391541072,0.7837583789773935,0.5240861913424891,-0.8923114704169192,0.1534604164638767,1.2829995242612153,0.23855886211963162,1.049938970342633,0.3945318802736063,-0.11162549944618802,0.9564286378376019,0.03423703809271374,-0.19942842882507616,0.26944319021403285,-0.003312729663520971,0.3871675600927619,0.011426131469862804,-1.1847406338949953,0.4407943867913599,-0.2269420255262691,-1.284678700737541,-0.4698032821333548,0.19698126892600695,-1.2775150713532104,-1.2809286935642934,-0.17419926956885076,-0.5691103917757195,-0.993509219291412,-0.1948408182480212,-0.9512800619313929,-1.3106965901931296,-1.0083627228798824,0.3736237532613107,1.0627075957166068,-0.8119032581190916,-1.2373584988534243,-1.7404799207314752,1.49013774589063,-1.4085042189346904,-1.725171782453968,-0.8921332761805919,-1.6667048766222468,0.6194672422546367,-0.6102339982364952,-0.19294709476260832,-0.34511358122187874,-0.8912116702549304,-0.9167003857583058,-1.0744734436790013,-0.7350423654554479,-0.8307337852957631,-0.5976810030030306,-1.279871995989069,-0.7309813125355258,-1.6045746492981,-1.3181449693008316,0.09523010332798462,-1.7677200186068962,-1.3077231288951001,-0.10243962239347118,-1.0544985039104435,-1.3893702008251587,-0.7551935947194198,-0.5237280011392011,-1.597001034854615,-1.6733901118231833,-1.0105575667441582,-1.584489761508087,-1.1057241508720206,-1.0450182542021005,-1.3163246744917634,-0.37341985767317565,neutral
-1.34014022209594,2.0724150824127348,1.6289831133132946,1.0676786569767809,0.020700928141049985,-1.6434339862933152,-1.427291042804461,-1.1891999530204378,-1.4379084050230178,-0.6133169325247504,-1.3659105337179123,1.801520503721348,-1.459498138586289,-0.8664446182281663,-0.5218021263523747,-0.9720378698326424,0.18665086452753213,-1.2693320185485741,2.291339291213313,1.979770317812535,1.689249400404927,1.43860900669993,1.0122477998805641,0.6478341460305108,0.7360445953750568,0.8196401095380166,1.1541477944164253,0.894299147304496,0.8144682022712199,1.4807814139785396,-1.8041115700589574,-1.1559658514948568,-1.1532880548560878,-0.5054922450578132,-0.8720921553050517,-2.0869737301040137,-1.5168331213313788,-1.2227877838512706,-1.3139055962492914,-1.5110199675601677,-0.6642074415850527,-0.3837109955361557,-0.35266366909936164,0.9636186543811405,0.6356379298240322,-0.6427017279535058,-1.1407475101864706,0.35806333857783534,0.8711731752086621,0.3633864569286208,1.0452044286301794,0.4958351108083784,1.0168017979448885,0.789264903439729,0.5920229721937346,0.7525335091135914,-0.8516500851876314,-0.2926485549038587,0.9869329115232466,0.10508548786791153,1.0297549146803158,0.5092940988376878,0.031241948310086726,0.9118648117820496,0.20580720991246415,-0.6905985968321733,-0.19673737740968403,0.45970544482820963,0.6256864718552811,-0.36228512888808156,-0.9202016351260399,0.21573058001901815,-0.11918356410883285,-0.7949325364150023,-0.4180645909105707,0.07425397890418341,-0.5979274857383109,-1.3069867677872296,-0.5470431638060214,-0.752015639579228,-0.7505390629336388,-0.419115109253997,-1.037775303503572,-1.1191363196447042,-1.2229868847148329,0.6148477593528016,1.7541216162533084,-1.8441300944309738,0.40755835986795025,-2.3577527454792904,0.26562813317649214,-1.1432531556477168,-0.7754077538607579,-0.6879900050295802,-1.633270668489246,0.8723352692089805,-0.4134239266178164,-0.44068512970986556,-1.1337581831622345,-0.7070204190999575,-1.1302758740887922,-0.3540043643580858,-1.1107567205642994,-1.693481356133088,-0.2768608759069837,-0.9864757073009767,-1.0236348260959645,-1.300786040436604,-0.7592892431137356,-0.6410409894979335,-1.7782542394721212,-1.2987406155830015,-0.9194395871303405,-1.2642505092446137,-1.1944766849029596,-1.4116660247990984,-0.7101346212456222,-1.104767459034973,-1.1943378047421898,-1.0573677422657877,-1.7099922461782304,-1.5516734104350096,-1.3858356350041046,-1.2214477362159488,-0.37103636550805236,neutral
-0.9367675100343046,1.7892987719905955,1.6242848723961394,1.3534842196671675,0.7488129757793921,-1.723100814633532,-1.1961612179784091,-0.7899153083119864,-1.2217757040314337,-1.0520800463668283,-1.2619810584072766,2.073601189353158,-1.3093698049699012,-0.8212910929295999,-0.4360333413278064,-1.1444278199765856,-0.407685020303369,-1.2444759287077292,1.917384819270784,1.4199640002762013,1.1898742026991393,0.732913280478482,1.0469111866210399,1.1522191297179476,0.8686334639467895,0.8242892977185607,1.145224533022254,1.0234489851697735,1.096676360955983,1.579131363212653,-1.8142614391416414,-0.7861647298973123,-1.4077408247485423,-1.7132788803604393,-1.9823358549058439,-2.332416339539267,-2.0840582523440085,-2.2698073905967555,-2.0874161681222887,-1.6092798124531587,-0.6787745293113466,-0.38465895651594023,-0.35313973660040743,0.6596419183399006,0.6449720889837355,-0.6494392024274235,-1.1002135118932779,0.21074153013557761,1.0302994765828524,0.532786078372707,1.0114211325830431,0.7254287420179442,1.2198883597675048,1.0152924459360708,0.4948958319148441,0.5659916493539658,-0.8291080404354483,0.0153113151247064,1.0886706993064,0.7862215193203621,0.9271254735347494,0.5158824868404982,0.023168614829059988,0.9517792709569428,0.5707527085057016,-0.4454182413844682,0.14960259306062249,0.516040051259375,0.3114201398730683,-0.22034208598758762,-0.9006794864635633,-0.02647041316148251,0.06584103504980267,-0.5175029395166998,-0.587804294058293,-0.10334540395357587,-0.7751666592185903,-1.0688841592408158,-0.45989798237630797,-0.650180978977261,-0.5627145222503405,-0.08727140539805678,-1.2741133331275192,-1.0785093209714247,-1.2538629795903364,0.5395368569474862,1.0608922478208063,-1.3771152620886884,0.40356143617371654,-2.0618356833369678,0.49813215912555703,-1.7904103747927946,-1.396827595401673,-0.6514628144006998,-1.061628981346692,0.41641540140751426,-0.9424843984106405,-0.8919565715668847,-1.4587941063297118,-1.3016582816472397,-0.9523698449851143,-0.45140706566799044,-1.0195159848016528,-1.5723348462914333,-0.058722307522946514,-1.0337352507820725,-1.2176086727928213,-1.2318941050797623,-1.0115933990486732,-0.45502883517482723,-1.4803244138179483,-1.5182143321736854,-1.129256292963491,-0.944728179734199,-1.2922418800485378,-1.0989921849606095,-0.5983751946051409,-1.2426767198827184,-1.377240871226506,-1.2436725771743264,-1.5114941633512686,-1.020735259543332,-1.2688082941748007,-0.8883772451055493,-0.37193980451481545,neutral
-0.8323488761967088,1.4068880179175527,1.1071322660734566,0.7271234739455003,0.965521806586429,-0.9942045875534535,-0.7228124186363114,-0.9845495849971907,-0.7073812420261516,0.23156544513169744,-0.9083917603409928,2.1069071862792335,-0.5869231066915063,-0.4010912565791726,-0.8183590496890937,-0.8824022471659211,0.9103811899518063,-1.1878403638728032,1.9187843302384984,2.1088630806132076,1.4931963183352377,1.0941609920684505,1.2022457471534729,1.0251584391327906,0.5118995996706815,0.26261385320557995,0.14871891516893218,0.2661273514129857,0.6298083890711343,1.284625367526264,-1.575446844716277,-1.3587569495268361,-1.1572740971368485,-0.7383392646932193,0.09989709943934487,-0.27695331614917307,-1.0709251569284122,-1.293990884688784,-1.3151170292603969,-0.9302153639837912,-0.5587886882465268,-0.3715669667736282,-0.3466870615388424,0.5442848508287879,0.5383317799701782,-0.5528469714821633,-0.7832716251009327,0.98280585266935,0.59219754019491,0.16447291103173398,0.8674621551881936,0.5687782435236899,0.31356912892184435,0.3020107162897915,0.12261452558202716,0.571830764875386,-1.1526924350186443,-0.04659305460997053,1.058530182534279,-0.7421803803546833,0.40640124018117063,0.5005237474657196,-0.369015055091494,1.2985452003451865,-0.038426146710284666,-1.3221697711336413,-0.13099844089634133,-0.055223821407004874,-0.3648625134844123,-0.7256452931317421,-0.9609845659822155,0.3487369126761867,-0.359324083231513,-1.4392456154892528,-0.7132830298593391,-0.564199515689494,-1.2236011099643604,-1.585669852871566,-0.6043774034315345,-0.9878961538573371,-1.9127406562659477,-0.540555931373146,-1.7179129591388396,-1.6463143316248268,-1.1160305131337196,0.9411646632304468,1.3756759229175293,-0.9633300481555411,-0.8016361029574862,-0.7480234920299816,1.1210525915908427,-0.688602869225619,-0.9610245592907319,-0.4387327924088129,-1.4791453032899362,1.1992424855445016,0.2580627386720649,1.1196389305877867,-1.484284185117896,-0.6316114565580452,-0.7504855001894176,-0.10827171776920008,-0.615877922033996,-0.7850308633914017,0.6469782554577788,-0.7971325957578205,-0.7494205585570133,-1.030127176571574,-0.5682364968401652,-0.3269054917920997,-1.0965840848814759,-1.126239907516979,-0.41468698610426724,-1.033511957984009,-0.7310938955428292,-0.9219235665614606,-0.5276388570511898,-1.2276087393505775,-1.1485785402465993,-0.7421974598461173,-1.463559068040021,-0.531082336416029,-1.18579633949095,-1.240669513020503,-0.3614113813527465,happy
-1.765182638497892,0.9280655996384185,0.6611686136897519,0.4330215000932262,0.9083049230085296,-1.3891469896119863,-0.9789069891777441,-0.9964375336150514,-0.9848475461716668,0.3921279919938352,-0.9094946832437111,2.533216163973908,-0.6291333210804256,-0.46738464645284317,-0.039408558282342694,-0.7098202520437286,1.2883184044074527,-0.8624802961479487,1.7297626438854408,1.6338130527581693,1.3561034969970112,1.1553954044767798,1.0414452546068003,1.0878020562965873,0.5989593941635466,0.3703994144556837,0.26762482751562144,0.36257833666498973,0.9070025261188619,1.4778689228100235,-0.7820877477012766,-0.8211667713705303,-1.194814530765918,-0.17423526277002038,-0.3381781454471365,-0.5732564033609686,-0.8410776089509232,-0.7889679895189035,-0.8107960848737424,-0.9794422839359241,-0.5141171931774695,-0.36378693381716964,-0.33998055751624207,0.6010435087374356,0.48440756683927105,-0.5036726838331121,-0.5692065040575636,0.9387728440790392,0.46758964034316225,0.13193180960764625,1.3207360470383718,0.6768625150287861,0.6802310450290391,0.004543331826980391,0.3626115265497248,0.6268567544759079,-1.4990204024793727,0.08462221075887666,1.4684893402022259,-0.8007886623215901,0.7791407249784639,0.9765704962469309,-0.1678833668723005,1.4925304886050397,0.015476088659602821,-1.2649485511563767,-0.27201985755378866,0.8976947678796898,-0.16914256497896318,-0.607207094116583,-1.095286527457654,0.37563625028686964,-0.4144188974140689,-1.9858416724863495,-0.20968626686301986,-0.13094085400211689,-0.9134783057008419,-0.9820914940815754,-1.0635343666748531,-1.0025615460653814,-1.960553157617443,-0.3335194120547363,-1.1647107052129255,-1.8445681886591871,-0.8818169255292561,0.14256569894689075,1.4517964270191484,-0.62786502988899,-1.058820941877371,-0.6708401383821222,0.8366233514132844,-0.47566385812849526,-0.2706750910003759,-0.8238191322772316,-1.2284889734069127,2.069235739149971,-0.8721705095947501,1.2212345872516048,-0.7760413550399665,0.08731577801446574,-0.3277103280114937,0.5322499285416222,-0.4265314929864854,-0.362993344825596,0.9581197694365661,-0.3528398821719417,-0.961732035754869,-0.9572482422244605,-0.620244517230442,-0.4317638672282616,-1.6702318775195848,-0.979476790165721,0.7298448247264091,-1.4229918042060836,-0.9906537497167351,-0.6665545424793615,-0.8134649379121058,-1.0364978179436204,-0.968959008681887,-0.27956553242025867,-1.3584894662610356,-0.6054767931680407,-0.11760890603412016,-1.4289870920203984,-0.35509757286680577,happy
-1.2262643610531385,1.370069964508143,0.9694780959603257,0.6256334228918898,0.33549557351856796,-1.3819538924211316,-1.1043158388187602,-0.8825099830818317,-0.9040544398968997,-0.19367343043661078,-1.049105279023696,2.346343646522828,-0.6660276838660317,-0.6264419629450202,-0.05845309323120165,0.03750240840781482,0.7119770667115113,-0.8809568181576142,1.2682037755165645,1.4778119825935447,1.1905217919762954,0.3763545730983263,0.1962354729394786,0.24617289092781164,0.1202963157518466,0.4688160269264357,0.61223944739066,0.6605643361944167,1.2163829561733344,1.2625424823742888,-0.6925432376357966,-0.7898480612412558,-0.3673827660953369,-0.8670025693620296,-0.9588419924976229,0.2605822427337797,-0.027580260198844856,-0.40268526837565854,-0.5817293029636367,-0.6969275449698208,-0.5905044599729286,-0.37629258765398815,-0.34989956699156505,0.8043858710036587,0.575611980431193,-0.5865869879289172,-0.9251298504281323,0.9117138227839046,0.7368207981427453,0.3781277775453953,0.8771034613992355,0.28649951809840457,0.6116622060911276,0.6523135701375924,-0.18329609649111808,0.6287262602722745,-2.0217303069602175,-0.14015114251191038,1.6158928731966964,-0.4780293674682214,0.253834568767313,0.7053118075958106,-0.20040138162237942,1.3518243272115096,-0.2972488739933463,-0.866849235563298,-0.09514729432833054,0.28271520775618597,-0.4427240876841163,-0.9673254857236613,-0.7071842954437263,-0.5507006158605378,-0.1496356125186664,-1.2140019091295835,-0.8544020908412531,-0.1822429122553303,-0.9274711179710288,-1.640776995588864,-0.35453988502136075,-0.7377992190399352,-1.4880918856072896,-0.6843182011425607,-1.5291364674448744,-1.4843191725739386,-1.091644349773074,0.9978615269388758,1.601522972764773,-1.3320710325682978,0.22412479769283156,-1.8068577516828013,0.6663549208977415,-0.5086777116694229,-0.8855003518601637,0.13872710703346958,-1.1755591296693304,2.305850466940123,0.4393925978880928,-0.5002671483947237,-1.139891481762692,-0.5242519422058116,-0.8162612353187363,0.4183952609626078,-0.9208719352279683,-0.22064980954179217,-0.052948148014827535,-0.6796583716233138,-1.1894483444034694,-0.8327419783448046,-0.4939452899362356,-0.651312768861647,-1.1713465773511185,-0.8127868403314772,-0.32561013915072734,-1.0647233367710183,-1.238142163770506,-1.0372051806096934,-0.33864661336009555,-1.098531426178351,-0.8909211710724655,-0.8045189783263796,-1.220433440658996,-0.9272526660754479,-1.194369831983298,-1.1279915357097778,-0.3648153925827892,happy
-0.7805050293551792,1.2818624754976438,0.9740322093256957,0.6654950919640533,1.213149304781223,-1.1775743325962242,-0.6498964062540676,-0.49547075626440984,-0.39989086830881315,0.28710641801345793,-0.701012136019847,2.4811001065895395,-1.0313372898306017,-0.6362795967846764,-0.7759759111574908,-0.4773419734609676,0.578435385344841,-0.8802745197024786,1.5902251249094534,1.225634282477492,1.554706580076262,0.9685422611123639,0.20990639963418894,0.18526182658235982,0.1617792350248748,-0.10633384008921268,0.1664728956713002,0.2840560856394732,0.7657016408093767,1.867923796101094,-0.8150423032219682,-0.13205418109916553,0.23415348409862038,0.17280075090062985,-0.3223863385064513,-0.7293141771621742,-0.32689097357837854,-0.6018901298199265,-1.1165995477923607,-0.030163947851782075,-0.5904693812667736,-0.37942089119235006,-0.35187750631331016,0.3177202853317219,0.5624229538301868,-0.5683257018069539,-0.8275586688251978,0.6662071030112402,0.6256145999861515,1.1364557636541273,1.0331650062339188,0.5785197688030413,0.5080444956149519,1.2451788184697643,0.15982286283335784,0.936956558850523,-1.706803046102143,-0.04144162597956367,1.2214352996630136,-0.1406937093792592,0.8972615700738642,0.7469611327124129,-0.15628979289147663,1.390801620098389,-0.4177943224838007,-0.9748623584303541,-0.056682916010250044,0.1363121198726308,-0.13765127504588354,-0.9792513378606019,-0.6088540228613133,-0.36973457348827093,-0.08376446402735974,-1.1728838050053325,-1.0362696886280383,0.0852174893104836,-0.7088417922712579,-1.8746549672998545,-0.5103809333974372,-1.068112724057962,-1.4414910189514114,-0.598257060153842,-1.600114204754511,-1.3513670916474996,-1.0925116137158633,1.538233598614428,1.4050174379566513,-1.0761003642528038,0.814256096258912,-0.9691382117125736,0.9853076435101245,-0.3643852938013857,-0.33473609165910045,0.31243024786629564,-1.38154989589337,2.805436342256512,0.6379894258541201,0.5719500605681915,-0.8757880363560927,-0.5970975133846268,-0.48056331854130885,-0.03141171340983206,-0.8847310292607117,-0.37728467123009723,0.32646747703573065,-0.49940930612062906,-1.0095290034732693,-0.6976046851108982,-0.2819019936474751,-0.6930581702698563,-1.275724600563998,-0.7184419903343116,-0.40081942394274106,-0.7669345257594474,-1.3308169913883627,-1.0393319727928751,-0.23616679157587228,-1.2365553331064263,-0.9170775431084267,-0.8426196922113028,-1.1317577813236281,-0.7653725970125249,-0.9234891716649416,-1.1587486866314078,-0.3660764969015639,happy
-0.4227000620902678,1.055200010265115,0.8773656304555064,0.5475320268164541,0.7191366226741077,-0.69661954267153,-0.48188320351692804,-0.06966400248002574,-0.17755755401293213,-0.711570639365737,-0.4768731098429485,1.9998815195869866,-0.28187574858983333,-0.3261735251037366,0.4291126465973109,0.008308683981735733,-0.5380911152326184,-0.34262592886696597,-0.02305792976723842,0.6724924121957199,1.008912409986976,0.23472969632593224,0.4361650583347605,0.5766037283049681,0.39533137425645004,-0.02084793566389981,-0.5765009193134311,-0.6294486094847928,0.23273078514501222,0.2870480553796879,-0.21002141771754101,0.5271750203137403,-0.6164044894193722,-0.7443805988463099,-1.064128566647126,-0.8098218080832371,-0.7259274862285249,-0.8932602045284217,-0.412642734351751,0.0654979315265683,-0.3977147292789733,-0.3399325428403392,-0.32384844814420166,0.5153675930462704,0.3845389630046131,-0.402305391663231,-0.2578169584563264,0.22041495168920436,-0.03630012311281512,0.10970588604793545,-0.3445699064622632,-0.0442463599226862,0.6478571922156123,-0.6880913216353526,-0.6460474080134997,0.2160431744251871,-1.0173694822372088,-1.9147193705856194,0.5928016735783387,-0.2887346978453609,-0.6498770300873168,0.17316410756266604,-0.5619590097822138,0.03737523859657776,-0.29166539695816857,-1.3140670905507132,-0.40093995178486874,-0.1495595605370612,-1.1400427244585847,-0.9601151931750158,-1.1283509023285443,-0.9749190803850915,-0.8370472216115383,-1.5588941928451272,-0.9819407558481698,-0.7869265376839887,-0.9287481799087312,-0.5026762799827045,0.037782166778934756,0.14105242718924446,-0.04744140256914181,-0.5280489830130748,-1.2311779973130652,-1.223540694829657,-1.1091012677886622,0.6643791806694266,0.6144062578662127,-0.5140514513767069,-1.3666530958762972,-0.3472507030918842,1.2298817171550098,-0.700907132493283,0.677134416021179,0.5026453496159663,-1.2399375940387496,-0.09328140919308144,-0.8179122951663512,0.2067059487748149,-0.7793424513372295,-0.36968890533761917,-0.591422770953662,0.4979037249254029,-1.1330402796906471,-0.6914966118945444,1.0047264878051578,-0.47571617201492383,-0.5259892073876135,0.18444532544567624,-0.414169365410657,-0.5304102673299426,-0.5182080346824517,-0.7911816345929107,0.1564675792887501,-0.41632419861108716,-0.5055942958846762,0.22171240572996434,0.36273992772395613,0.6744149828273613,0.5275315138435742,0.8140192176724538,0.3950691809479606,0.38068236847674164,0.2609753778240493,-0.47585396837518784,-0.33397688188587005,happy
-0.9746643189161687,-0.3483021302409182,-0.11396312091020527,0.07270444239492725,0.9343389752639912,-0.4438588808862912,-0.7911887780944631,0.3472342811949958,0.07527533172461642,0.004915679328181323,-0.6936456736383624,2.456449077980561,0.4493161242138948,0.15702082760350186,0.46528913497046986,0.3730791573277233,0.8525431193974914,-0.22313040642238777,-0.7530987251139354,-0.06873599500626716,0.07599763040274644,-0.46659764642350743,0.07833606207625905,0.6814883271501574,0.5547106645693741,0.7214333733024475,0.9926435110569415,0.058690640144861694,-0.701856172272492,-0.9943662472177256,-0.3876510246337929,0.07563482703489194,-0.433427239684888,-0.01986958162363175,-0.23004000223704998,-0.23066309829084208,0.17869632812492378,0.32320572317439755,-0.36691781718574945,-0.01365281689210309,-0.27131137720066517,-0.30136202459662964,-0.28418540745734444,-0.0908654720742611,0.26784680460141724,-0.2931236369900135,0.09959123766423059,0.5856315858501023,-0.05654410241348163,-0.5803812194362954,0.16595394200747954,0.1778110485499132,0.8013764918782689,-0.7931845390932315,-0.21430572821438504,0.08907536821968802,-1.7123385078662559,-1.5433651961240384,1.5488095925038958,-0.06369745430646813,-0.7039726355960785,0.36277752226214627,0.03402852533440732,0.2918583148149468,0.13161429531691246,-1.670958733635298,-1.234780708192038,-0.07202647445064671,-0.9575126710025628,-1.1004048572693763,-1.4223993475753736,-1.0814012190486584,-0.696140410619152,-1.3837816220792396,-0.9983305713366204,0.07952939623579541,-0.6162212874538645,-1.3767530762697526,-0.6901931221265196,-0.048295564060848825,-1.4601306358598802,-1.402864486411506,-0.6740822695530717,0.1526566719933147,-0.06744237810735586,-0.4946387111745373,0.5569312566263959,-0.4606824215089898,-2.096346853056317,-0.9530062186010204,0.8029985181615245,-1.17569186048169,0.5448713188082194,-0.7332166176758408,-0.3534705624580282,2.009414550525484,-0.6176618884577517,0.507078206771577,0.14265281547436484,-0.11939923563375675,-0.703830213559052,1.4717214075890832,-0.08247532904493543,-0.23883348069164695,0.6100222941647105,0.35148938365463694,-0.9323708522065567,0.12095147116893867,0.6942254579668465,-0.2913502388149884,-0.644396909777328,-0.6329609394433621,-0.32343080071026525,-0.33720041472663126,-0.04039956826302806,0.3734321914093219,1.2141247135734818,0.12808273535845427,-0.7400870903666864,0.0376676628024147,0.3192845677237926,0.10273851321319016,0.43094346832672925,1.3523063220999885,-0.3018222968138647,happy
